,Titre,Description,URL,Vrai_ou_Faux,Date_Publication,Date_Maj,Auteurs,Site
714,PODCAST. « Minute Papillon ! » : Les grosses fausses infos durant le mouvement des « gilets jaunes »,"Dans « Minute Papillon ! », le podcast d’actu de « 20 Minutes », le premier épisode de « Oh My Fake » pour lutter contre les « fake news »",https://www.20minutes.fr/podcast/2662551-20191202-podcast-minute-papillon-grosses-fausses-infos-durant-mouvement-gilets-jaunes,Faux,le 02/12/19 à 12h24,le 02/12/19 à 12h39,Anne-Laëtitia Béraud,20minutes
715,"Vote à l'Assemblée, contrôle technique... Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles,https://www.20minutes.fr/high-tech/2663431-20191130-vote-assemblee-controle-technique-attention-intox-semaine,Faux,le 30/11/19 à 11h35,le 30/11/19 à 11h35,A.O.,20minutes
716,"Que signifie l’index pointé vers le ciel, un geste récupéré par les partisans du groupe Etat islamique ?",Deux hommes ont été placés en garde à vue mercredi pour apologie du terrorisme après avoir été vus effectuant ce geste devant la cathédrale de Strasbourg. « 20 Minutes » a interrogé deux chercheurs sur la signification de ce symbole,https://www.20minutes.fr/societe/2663423-20191130-signifie-index-pointe-vers-ciel-geste-recupere-partisans-groupe-etat-islamique,,le 30/11/19 à 09h25,le 01/12/19 à 15h18,Mathilde Cousin,20minutes
717,Pourquoi la comparaison du RN entre les revenus d’un agriculteur et d’un migrant est bancale,Un comparatif diffusé par le Rassemblement national dénonce le prétendu différentiel de revenus entre un agriculteur et un migrant,https://www.20minutes.fr/politique/2663439-20191129-pourquoi-comparaison-rn-entre-revenus-agriculteur-migrant-bancale,,le 29/11/19 à 19h03,le 29/11/19 à 19h03,Alexis Orsini,20minutes
718,"VIDEO. Le Black Friday, né des marchés aux esclaves? C'est faux","Mais d’où vient l’expression, devenue synonyme de shopping effréné ? D’esclaves bradés aux Etats-Unis, selon une intox populaire…",https://www.20minutes.fr/economie/2177463-20181123-video-black-friday-marches-esclaves-faux,Faux,le 29/11/19 à 12h17,le 29/11/19 à 12h28,Mathilde Cousin,20minutes
719,Pourquoi la police a-t-elle demandé à des étudiants de présenter une carte de presse ?,"Une vidéo, filmée à Toulouse, montre des policiers demander leur carte de presse à un groupe qui semble uniquement composé d’étudiants",https://www.20minutes.fr/societe/2662495-20191128-pourquoi-police-demande-etudiants-presenter-carte-presse,,le 28/11/19 à 18h27,le 28/11/19 à 20h50,Alexis Orsini,20minutes
720,"Oh My Fake : Que racontent les intox pendant un mouvement social, de la Révolution Française aux «gilets jaunes» ?","Chaque semaine, découvrez pourquoi une «fake news» a pu avoir du succès",https://www.20minutes.fr/societe/2662475-20191128-oh-my-fake-racontent-intox-pendant-mouvement-social-revolution-francaise-gilets-jaunes,,le 28/11/19 à 17h35,le 19/06/20 à 16h05,Anne Kerloc'h,20minutes
721,La vidéo d’une chambre d’hôpital inondée à Nice est-elle authentique ?,"Une vidéo virale mise en ligne cette semaine sur les réseaux sociaux montre une chambre d’hôpital en proie à une inondation, alors qu’un patient s’y trouve encore allongé",https://www.20minutes.fr/societe/2661691-20191127-video-chambre-hopital-inondee-nice-authentique,,le 27/11/19 à 18h34,le 27/11/19 à 18h34,Alexis Orsini,20minutes
722,Massy : La police a-t-elle utilisé des LBD pendant le blocus d'un lycée lundi ?,"Des images d'une intervention des policiers sont devenues virales. Des lycéens ont organisé ces lundi et mardi un blocus partiel du lycée Parc-de-Vilgénis à Massy, dans l'Essonne",https://www.20minutes.fr/societe/2661447-20191127-massy-police-utilise-lbd-pendant-blocus-lycee-lundi,,le 27/11/19 à 15h47,le 27/11/19 à 15h47,Mathilde Cousin,20minutes
723,"« 20 Minutes » lance son premier programme sur Snapchat Discover, « Oh My Fake », pour lutter contre les « fake news »","Pour être fort contre les « fake news », « 20 Minutes » lance une série hebdomadaire sur Snapchat Discover",https://www.20minutes.fr/arts-stars/medias/2661399-20191127-20-minutes-lance-premier-programme-snapchat-discover-oh-my-fake-lutter-contre-fake-news,,le 27/11/19 à 13h29,le 27/11/19 à 13h35,Anne Kerloc'h,20minutes
724,L’Assemblée nationale a-t-elle adopté des amendements sans regarder le vote des députés ?,La vidéo virale d'une séquence de vote d'amendements à l'Assemblée nationale alimente de vives critiques sur les réseaux sociaux,https://www.20minutes.fr/politique/2660799-20191126-assemblee-nationale-adopte-amendements-regarder-vote-deputes,,le 26/11/19 à 18h38,le 26/11/19 à 18h38,Alexis Orsini,20minutes
725,« Touche pas à mon poste » déprogrammée ? Cyril Hanouna dément,"Un compte suivi par plus de 38.000 personnes a annoncé la probable déprogrammation de l’émission, déclarant s’appuyer sur « une source interne au CSA ». Le CSA et Cyril Hanouna ont apporté un démenti",https://www.20minutes.fr/arts-stars/television/2660459-20191126-touche-poste-deprogrammee-cyril-hanouna-dement,Faux,le 26/11/19 à 14h09,le 26/11/19 à 14h09,Mathilde Cousin,20minutes
726,"Non, le contrôle technique n’est pas sur le point de devenir annuel pour les voitures de 7 ans et plus",Un post Facebook alerte à tort les internautes sur la mise en place d’une mesure prônée par la Commission européenne,https://www.20minutes.fr/economie/2659895-20191126-non-controle-technique-point-devenir-annuel-voitures-7-ans-plus,Faux,le 26/11/19 à 09h25,le 26/11/19 à 09h25,Alexis Orsini,20minutes
727,Une photo montre-t-elle de nombreux étudiants attendre devant les Restos du cœur ?,Une photo virale sur Facebook prétend montrer des étudiants faire la queue pour obtenir une aide des Restos du cœur,https://www.20minutes.fr/societe/2659927-20191125-photo-montre-nombreux-etudiants-attendre-devant-restos-ur,,le 25/11/19 à 19h01,le 25/11/19 à 19h01,Alexis Orsini,20minutes
728,Etats-Unis : Un expert de l’ONU présente ses excuses après la publication de chiffres erronés sur l’immigration,"Plusieurs médias, dont « 20 Minutes », ont publié les conclusions de cet expert, qui s’est depuis rétracté",https://www.20minutes.fr/monde/2659603-20191125-etats-unis-expert-onu-presente-excuses-apres-publication-chiffres-errones-immigration,Faux,le 25/11/19 à 11h51,le 25/11/19 à 12h04,20 Minutes avec AFP,20minutes
729,"Macron et Whirlpool, « gilets jaunes »... Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles,https://www.20minutes.fr/high-tech/2657959-20191123-macron-whirlpool-gilets-jaunes-attention-intox-semaine,Faux,le 23/11/19 à 11h35,le 23/11/19 à 11h35,A.O.,20minutes
730,Emmanuel Macron avait-il bien « dit la vérité à Whirlpool » lorsqu’il était candidat ?,"De retour à Amiens, vendredi 22 novembre, Emmanuel Macron s’est défendu d’avoir promis, lorsqu’il était encore candidat, de sauver les emplois de l’usine Whirlpool",https://www.20minutes.fr/politique/2657851-20191122-emmanuel-macron-bien-dit-verite-whirlpool-lorsqu-candidat,,le 22/11/19 à 17h01,le 22/11/19 à 17h01,Alexis Orsini,20minutes
731,"Non, Platini n'a pas porté un maillot « non à la corruption » en 1986","Mais il a bien porté, comme Maradona, un maillot « Non à la drogue » en 1988",https://www.20minutes.fr/sport/2656983-20191121-non-platini-porte-maillot-non-corruption-1986,Faux,le 21/11/19 à 18h04,le 21/11/19 à 18h04,M.Co.,20minutes
732,« Pacifistes » ou « insurgés » ? Retour sur une intervention policière remarquée devant un lycée à Hyères,Une vidéo montrant un policier inciter des lycéens à se séparer en groupes de « pacifistes » ou d'« insurgés » alimente les interrogations et critiques sur Facebook,https://www.20minutes.fr/societe/2657031-20191121-pacifistes-insurges-retour-intervention-policiere-remarquee-devant-lycee-hyeres,,le 21/11/19 à 17h37,le 21/11/19 à 17h37,Alexis Orsini,20minutes
733,Agnès Buzyn fustigeant les soignants qui « gaspillent » du matériel ? La citation est inventée,"La citation, tirée d'un compte Twitter parodique, a été reprise au premier degré",https://www.20minutes.fr/sante/2655959-20191120-agnes-buzyn-fustigeant-soignants-gaspillent-materiel-citation-inventee,Faux,le 20/11/19 à 14h19,le 20/11/19 à 14h19,M.Co.,20minutes
734,"Acte 53 des « gilets jaunes » : Oui, une camionnette de la Ville de Paris a bien été utilisée pour alimenter un incendie","Des photos très partagées d’une camionnette de la Ville de Paris aperçue sur la place d’Italie, pendant l’acte 53 des « gilets jaunes », où elle aurait servi de ravitaillement à un incendie, alimentent les soupçons de certains internautes",https://www.20minutes.fr/societe/2655347-20191119-acte-53-gilets-jaunes-oui-camionnette-ville-paris-bien-utilisee-alimenter-incendie,vrai,le 19/11/19 à 19h33,le 20/11/19 à 16h34,Alexis Orsini,20minutes
735,La vidéo d'une élue LR portant secours à un homme en train de se noyer n'est pas une mise en scène,"Une vidéo publiée samedi montre Myriam Fogel-Jedidi, tête de liste Les Républicains aux élections municipales à Lyon, aller aider un homme en train de se noyer dans le Rhône.",https://www.20minutes.fr/lyon/2654191-20191118-video-elue-lr-portant-secours-homme-train-noyer-mise-scene,,le 18/11/19 à 21h06,le 21/11/19 à 15h34,M.Fo.,20minutes
736,"Visite d’Emmanuel Macron, manif à Hong Kong… Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles,https://www.20minutes.fr/societe/2652627-20191116-visite-emmanuel-macron-manif-hong-kong-attention-intox-semaine,Faux,le 16/11/19 à 11h35,le 16/11/19 à 11h35,M.Co.,20minutes
737,Chili : Des manifestants ont-ils fait tomber un drone avec des lasers ?,La séquence est devenue virale. Des experts consultés par « 20 Minutes » s'interrogent sur une telle possibilité,https://www.20minutes.fr/monde/2652551-20191116-chili-manifestants-fait-tomber-drone-lasers,,le 16/11/19 à 09h15,le 16/11/19 à 09h15,Mathilde Cousin,20minutes
738,"Non, une visite d'Emmanuel Macron n'a pas été présentée à tort comme un bain de foule","Un post Facebook viral prétend dénoncer des images qui feraient penser, à tort, qu'Emmanuel Macron a été accueilli par un bain de foule lors d'une visite dans la Marne",https://www.20minutes.fr/politique/2652395-20191115-non-visite-emmanuel-macron-presentee-tort-comme-bain-foule,Faux,le 15/11/19 à 17h00,le 15/11/19 à 17h00,Alexis Orsini,20minutes
739,"A Hong Kong, les manifestants utilisent-ils vraiment des briques et de la glu contre la police ?","Un post Facebook viral affirme que certains manifestants, à Hong Kong, collent des briques au sol pour gêner la circulation de la police",https://www.20minutes.fr/monde/2652311-20191115-hong-kong-manifestants-utilisent-vraiment-briques-glue-contre-police,,le 15/11/19 à 14h46,le 17/11/19 à 17h42,Alexis Orsini,20minutes
740,Des CRS ont-ils brutalisé un manifestant catalan en fauteuil roulant ?,De nombreux internautes partagent massivement deux photos montrant un manifestant qui semble expulsé de son fauteuil roulant par des policiers français,https://www.20minutes.fr/societe/2650807-20191113-crs-brutalise-manifestant-catalan-fauteuil-roulant,,le 13/11/19 à 18h37,le 14/11/19 à 10h25,Alexis Orsini,20minutes
741,Un CRS « sniper » était-il présent à Montpellier pendant l’acte 52 des « gilets jaunes » ?,"Selon une photo devenue virale sur Facebook, un CRS « sniper » était présent lors de l’acte 52 des « gilets jaunes » à Montpellier",https://www.20minutes.fr/societe/2649887-20191112-crs-sniper-present-montpellier-pendant-acte-52-gilets-jaunes,,le 12/11/19 à 17h44,le 13/11/19 à 16h33,Alexis Orsini,20minutes
742,Marche contre l'islamophobie : Attention à cette vidéo détournée de manifestantes,"Des femmes ont été filmées brandissant des cartes d'identité pendant la marche. Ces images ont été détournées, pour laisser penser que ces femmes brandissaient des cartes de la CAF ou de Pôle emploi ",https://www.20minutes.fr/societe/2649575-20191112-marche-contre-islamophobie-attention-video-detournee-manifestantes,Faux,le 12/11/19 à 14h55,le 12/11/19 à 14h55,Mathilde Cousin,20minutes
743,"Lettre de Napoléon, conseils aux femmes... Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles,https://www.20minutes.fr/societe/2647479-20191109-lettre-napoleon-conseils-femmes-attention-intox-semaine,Faux,le 09/11/19 à 11h35,le 09/11/19 à 11h35,M.Co.,20minutes
744,"Chute du Mur, trente ans après : Comment une légende urbaine est née autour de la phrase « Ich bin ein Berliner »","Le 26 juin 1963, Kennedy lance la fameuse phrase depuis Berlin Ouest. Vingt ans plus tard, apparaît l'idée que le président, au lieu de se déclarer Berlinois, a déclaré être une pâtisserie",https://www.20minutes.fr/monde/2647427-20191109-chute-mur-trente-ans-apres-comment-legende-urbaine-nee-autour-phrase-ich-bin-ein-berliner,,le 09/11/19 à 09h35,le 09/11/19 à 12h27,Mathilde Cousin,20minutes
745,"A Limoges, les femmes incitées à ne pas rentrer seules ? C'est pour un film",Un message affiché dans le centre-ville demandant aux femmes de se « faire raccompagner » le soir a été attribué à tort à la mairie de la ville,https://www.20minutes.fr/societe/2646307-20191107-limoges-femmes-incitees-rentrer-seules-film,,le 07/11/19 à 16h39,le 08/11/19 à 11h58,M.Co.,20minutes
746,Affaire Balkany : L’association créée par des habitants de Levallois pour payer la caution de Patrick Balkany est-elle légale ?,"Les statuts de l'association ont été déposés ce mercredi. Si ses membres assurent que leur initiative est conforme à la loi, des doutes subsitent sur la légalité de la démarche",https://www.20minutes.fr/societe/2645715-20191106-affaire-balkany-habitants-levallois-creent-association-payer-caution-patrick-balkany,,le 06/11/19 à 18h34,le 06/11/19 à 19h22,Mathilde Cousin et Vincent Vantighem,20minutes
747,PODCAST. « Minute Papillon ! » : Une fausse lettre virale attribuée à Napoléon vérifiée par notre journaliste,"Pour « Minute Papillon », le podcast original de « 20 Minutes », Mathilde Cousin, journaliste vérificatrice de faits, démonte une fausse info à propos de Napoléon",https://www.20minutes.fr/podcast/2645319-20191106-podcast-minute-papillon-fausse-lettre-virale-attribuee-napoleon-verifiee-journaliste,Faux,le 06/11/19 à 12h18,le 06/11/19 à 12h39,Anne-Laëtitia Béraud,20minutes
748,"Non, Napoléon n'a pas écrit à un préfet pour lui ordonner de fusiller des incendiaires","La supposeté fermeté de l'empereur a été mise en avant sur les réseaux sociaux, après l'incendie qui s'est déroulé à Chanteloup-les-Vignes. La lettre est un faux, confirment à « 20 Minutes » plusieurs historiens ",https://www.20minutes.fr/societe/2644471-20191105-non-napoleon-ecrit-prefet-ordonner-fusiller-incendiaires,Faux,le 05/11/19 à 17h32,le 05/11/19 à 17h32,Mathilde Cousin,20minutes
